1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,23
16,29
17,36
18,44
19,58
20,71
21,88
22,112
23,141
24,174
25,219
26,270
27,351
28,440
29,508
30,654
31,830
32,923
33,1214
34,1234
35,1620
36,2157
37,2052
38,2786
39,2441
40,3351
41,4585
42,3785
43,5313
44,6012
45,5835
46,8297
47,6011
48,8806
49,12768
50,8889
51,13112
52,8443
53,12846
54,19250
55,11976
56,18377
57,18353
58,16668
59,26034
60,14557
61,23360
62,36800
63,20074
64,32305
65,16616
66,27333
67,44579
68,22315
69,37327
70,34649
71,30116
72,50559
73,23539
74,40436
75,59064
76,31441
77,54381
78,23598
79,41733
80,72487
81,31270
82,55392
83,30878
84,41304
85,73565
86,29985
87,54747
88,81079
89,39708
90,72384
91,28052
92,52269
93,95929
94,36769
95,68729
96,25412
97,48319
98,90561
99,33211
100,63281
101,81742
102,43628
103,83328
104,29562
105,57364
106,99200
107,38663
108,75376
109,25797
110,51075
111,99208
112,34030
113,67037
114,56270
115,44537
116,88245
117,29381
118,58921
119,105643
120,39043
121,77845
122,25470
123,51203
124,102691
125,33653
126,67961
127,21965
128,44481
129,89582
130,29064
131,58717
132,83443
133,38569
134,78078
135,25273
136,51637
137,101751
138,33877
139,68567
140,22504
141,45469
142,91583
143,30127
144,60434
145,68579
146,40010
147,80548
148,26538
149,53446
150,101770
151,35599
152,71558
153,23814
154,47566
155,95346
156,31805
157,63749
158,21226
159,42310
160,84773
161,28195
162,56514
163,99979
164,37584
165,75363
166,24801
167,49951
168,100157
169,32860
170,66201
171,21427
172,43426
173,87621
174,28597
175,57876
176,68848
177,37760
178,76862
179,24387
180,49800
181,99004
182,32343
183,66286
184,20655
185,42541
186,87193
187,27100
188,55942
189,22870
190,35669
191,74181
192,22579
193,47235
194,94826
195,29861
196,62516
197,18824
198,39830
199,83372
200,24831
201,52630
202,15383
203,32652
204,69160
205,20141
206,43135
207,66055
208,26671
209,57155
210,16439
211,35357
212,74582
213,21603
214,47026
215,12952
216,28645
217,61884
218,17014
219,37561
220,15618
221,22537
222,49686
223,13267
224,29709
225,64471
226,17527
227,39402
228,10097
229,23229
230,52153
231,13344
232,30812
233,7687
234,17836
235,40838
236,10339
237,23889
238,48320
239,13717
240,31797
241,7768
242,18302
243,41606
244,10433
245,24571
246,5924
247,14048
248,32926
249,7933
250,18928
251,10666
252,10731
253,25253
254,6033
255,14445
256,33565
257,8223
258,19534
259,4564
260,11072
261,26187
262,6216
263,14947
264,3484
265,8425
266,20183
267,4826
268,11461
269,25625
270,6522
271,15615
272,3675
273,8735
274,20874
275,4927
276,11859
277,2669
278,6595
279,16140
280,3712
281,9064
282,9380
283,4994
284,12232
285,2824
286,6867
287,16391
288,3773
289,9278
290,2028
291,5103
292,12587
293,2782
294,6943
295,1474
296,3693
297,9335
298,2023
299,5090
300,12341
301,2734
302,6928
303,1539
304,3788
305,9486
306,2073
307,5225
308,1126
309,2843
310,7208
311,1633
312,4030
313,6261
314,2172
315,5422
316,1162
317,2966
318,7284
319,1592
320,3977
321,862
322,2161
323,5444
324,1155
325,3008
326,924
327,1593
328,4099
329,846
330,2168
331,5545
332,1183
333,3018
334,640
335,1631
336,4176
337,859
338,2233
339,457
340,1128
341,3070
342,641
343,1583
344,3270
345,863
346,2252
347,464
348,1192
349,3126
350,634
351,1619
352,332
353,842
354,2210
355,451
356,1179
357,422
358,619
359,1654
360,332
361,857
362,2296
363,475
364,1197
365,245
366,648
367,1703
368,324
369,860
370,162
371,421
372,1133
373,247
374,600
375,1491
376,305
377,815
378,170
379,431
380,1139
381,230
382,622
383,144
384,328
385,870
386,191
387,471
388,348
389,244
390,659
391,142
392,347
393,880
394,171
395,466
396,83
397,236
398,641
399,128
400,320
401,70
402,170
403,450
404,79
405,213
406,594
407,119
408,302
409,67
410,152
411,435
412,84
413,209
414,43
415,98
416,284
417,50
418,145
419,207
420,86
421,217
422,70
423,115
424,324
425,79
426,166
427,54
428,80
429,233
430,47
431,99
432,43
433,64
434,144
435,41
436,62
437,204
438,44
439,100
440,28
441,39
442,157
443,33
444,84
445,26
446,47
447,121
448,30
449,61
450,114
451,33
452,76
453,24
454,45
455,128
456,26
457,69
458,19
459,34
460,90
461,17
462,47
463,16
464,18
465,57
466,12
467,23
468,76
469,13
470,41
471,13
472,20
473,63
474,15
475,33
476,11
477,20
478,41
479,7
480,19
481,49
482,6
483,17
484,3
485,5
486,21
487,3
488,8
489,1
490,4
491,20
492,3
493,10
494,4
495,6
496,12
497,1
498,4
499,20
500,2
501,9
502,0
503,3
504,12
505,1
506,4
507,1
508,2
509,8
510,4
511,3
512,14
513,4
514,6
515,3
516,4
517,12
518,4
519,8
520,2
521,3
522,8
523,3
