10000000,1,4.83623
10000000,1,4.83037
10000000,1,4.75156
10000000,2,3.04672
10000000,2,3.02935
10000000,2,3.04151
10000000,3,2.43005
10000000,3,2.48026
10000000,3,2.47753
10000000,4,2.67713
10000000,4,2.62835
10000000,4,2.54919
10000000,5,2.83579
10000000,5,2.79931
10000000,5,2.83547
10000000,6,2.97032
10000000,6,2.98479
10000000,6,3.00974
10000000,7,3.0917
10000000,7,3.13449
10000000,7,3.23316
10000000,8,3.24084
10000000,8,3.19334
10000000,8,3.17421
10000000,9,3.27498
10000000,9,3.29337
10000000,9,3.29022
10000000,10,3.30449
10000000,10,3.32761
10000000,10,3.34807
10000000,11,3.34766
10000000,11,3.36425
10000000,11,3.36063
10000000,12,3.36244
10000000,12,3.36963
10000000,12,3.36408
10000000,13,3.37343
10000000,13,3.38798
10000000,13,3.37952
10000000,14,3.38829
10000000,14,3.39381
10000000,14,3.39122
10000000,15,3.4306
10000000,15,3.38525
10000000,15,3.39758
10000000,16,3.38149
10000000,16,3.39252
10000000,16,3.38607
10000000,17,3.37643
10000000,17,3.38956
10000000,17,3.38651
10000000,18,3.34529
10000000,18,3.34824
10000000,18,3.34882
10000000,19,3.35797
10000000,19,3.36352
10000000,19,3.36143
10000000,20,3.36145
10000000,20,3.35763
10000000,20,3.36276
10000000,21,3.3587
10000000,21,3.35712
10000000,21,3.35564
10000000,22,3.3939
10000000,22,3.35877
10000000,22,3.36398
10000000,23,3.35508
10000000,23,3.35435
10000000,23,3.34284
10000000,24,3.33638
10000000,24,3.3525
10000000,24,3.34347
10000000,25,3.33622
10000000,25,3.34578
10000000,25,3.35551
10000000,26,3.38184
10000000,26,3.35814
10000000,26,3.34124
10000000,27,3.32994
10000000,27,3.34063
10000000,27,3.34659
10000000,28,3.33289
10000000,28,3.33574
10000000,28,3.34653
10000000,29,3.3331
10000000,29,3.32861
10000000,29,3.34409
10000000,30,3.33075
10000000,30,3.33012
10000000,30,3.34647
10000000,1,4.65922
10000000,1,4.63738
10000000,1,4.66308
10000000,2,2.84794
10000000,2,2.82609
10000000,2,2.85207
10000000,3,1.91804
10000000,3,1.93385
10000000,3,1.96299
10000000,4,1.50676
10000000,4,1.51914
10000000,4,1.50489
10000000,5,1.23203
10000000,5,1.22974
10000000,5,1.23848
10000000,6,1.04983
10000000,6,1.05901
10000000,6,1.05957
10000000,7,0.929269
10000000,7,0.933231
10000000,7,0.933407
10000000,8,0.834623
10000000,8,0.834142
10000000,8,0.837636
10000000,9,0.758808
10000000,9,0.756176
10000000,9,0.758618
10000000,10,0.690569
10000000,10,0.697403
10000000,10,0.693813
10000000,11,0.643082
10000000,11,0.644778
10000000,11,0.643662
10000000,12,0.59748
10000000,12,0.602019
10000000,12,0.605092
10000000,13,0.600627
10000000,13,0.602582
10000000,13,0.604836
10000000,14,0.599738
10000000,14,0.601775
10000000,14,0.606283
10000000,15,0.600093
10000000,15,0.604596
10000000,15,0.602907
10000000,16,0.602008
10000000,16,0.604244
10000000,16,0.604674
10000000,17,0.600945
10000000,17,0.601676
10000000,17,0.602632
10000000,18,0.599672
10000000,18,0.603256
10000000,18,0.602145
10000000,19,0.59952
10000000,19,0.601417
10000000,19,0.605158
10000000,20,0.60012
10000000,20,0.605929
10000000,20,0.602149
10000000,21,0.599845
10000000,21,0.602314
10000000,21,0.605404
10000000,22,0.604531
10000000,22,0.605756
10000000,22,0.602947
10000000,23,0.60209
10000000,23,0.603786
10000000,23,0.602309
10000000,24,0.603109
10000000,24,0.601025
10000000,24,0.603397
10000000,25,0.599745
10000000,25,0.602469
10000000,25,0.607187
10000000,26,0.600075
10000000,26,0.606909
10000000,26,0.604903
10000000,27,0.600124
10000000,27,0.603393
10000000,27,0.606925
10000000,28,0.60132
10000000,28,0.607862
10000000,28,0.607198
10000000,29,0.601001
10000000,29,0.605649
10000000,29,0.605391
10000000,30,0.60023
10000000,30,0.604867
10000000,30,0.602294
