1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,24
16,29
17,36
18,44
19,58
20,71
21,90
22,112
23,132
24,168
25,215
26,238
27,312
28,313
29,413
30,548
31,509
32,695
33,623
34,822
35,1128
36,894
37,1272
38,1795
39,1342
40,1923
41,1308
42,1954
43,2880
44,1866
45,2819
46,2110
47,2615
48,4021
49,2305
50,3645
51,4756
52,3136
53,5030
54,2566
55,4247
56,6880
57,3401
58,5690
59,3056
60,4529
61,7666
62,3493
63,6048
64,8232
65,4586
66,8028
67,3365
68,6031
69,10624
70,4403
71,7941
72,3080
73,5696
74,10380
75,3998
76,7474
77,9271
78,5231
79,9785
80,3599
81,6873
82,11586
83,4698
84,9034
85,3142
86,6142
87,11829
88,4091
89,8021
90,6368
91,5352
92,10476
93,3406
94,6861
95,12169
96,4500
97,9049
98,2912
99,5891
100,11781
101,3824
102,7794
103,2415
104,4977
105,10146
106,3162
107,6551
108,9342
109,4196
110,8665
111,2695
112,5549
113,11099
114,3535
115,7321
116,2242
117,4693
118,9715
119,3014
120,6292
121,7542
122,3977
123,8214
124,2572
125,5300
126,10392
127,3448
128,7133
129,2309
130,4670
131,9556
132,3125
133,6324
134,2101
135,4211
136,8516
137,2834
138,5653
139,9704
140,3774
141,7589
142,2602
143,5108
144,10163
145,3464
146,6822
147,2328
148,4625
149,9205
150,3096
151,6122
152,7045
153,4064
154,8119
155,2667
156,5400
157,10620
158,3567
159,7219
160,2304
161,4733
162,9527
163,3006
164,6177
165,2524
166,4045
167,8228
168,2582
169,5342
170,10626
171,3370
172,7000
173,2082
174,4454
175,9236
176,2736
177,5830
178,1683
179,3633
180,7673
181,2250
182,4814
183,7317
184,2972
185,6317
186,1790
187,3907
188,8243
189,2377
190,5112
191,1398
192,3091
193,6762
194,1857
195,4104
196,1610
197,2467
198,5497
199,1475
200,3332
201,7191
202,1914
203,4365
204,1065
205,2528
206,5728
207,1441
208,3355
209,797
210,1908
211,4440
212,1027
213,2508
214,5359
215,1411
216,3351
217,747
218,1849
219,4387
220,1001
221,2468
222,536
223,1354
224,3299
225,732
226,1820
227,938
228,966
229,2413
230,497
231,1318
232,3252
233,695
234,1816
235,363
236,948
237,2441
238,503
239,1303
240,245
241,687
242,1780
243,361
244,958
245,2349
246,539
247,1344
248,273
249,728
250,1864
251,386
252,988
253,192
254,535
255,1360
256,283
257,746
258,708
259,386
260,1017
261,192
262,545
263,1381
264,291
265,776
266,139
267,400
268,1060
269,205
270,564
271,101
272,306
273,797
274,166
275,416
276,1035
277,221
278,570
279,106
280,299
281,814
282,144
283,417
284,65
285,204
286,569
287,93
288,282
289,470
290,136
291,397
292,59
293,190
294,551
295,81
296,261
297,40
298,129
299,389
300,67
301,207
302,34
303,103
304,297
305,55
306,160
307,411
308,80
309,233
310,42
311,118
312,334
313,55
314,159
315,25
316,78
317,232
318,32
319,111
320,226
321,51
322,139
323,23
324,66
325,208
326,35
327,98
328,21
329,51
330,149
331,25
332,67
333,32
334,36
335,101
336,14
337,47
338,149
339,18
340,65
341,11
342,37
343,105
344,15
345,48
346,4
347,22
348,73
349,8
350,31
351,100
352,17
353,51
354,7
355,22
356,67
357,8
358,36
359,2
360,15
361,51
362,2
363,17
364,12
365,6
366,23
367,4
368,17
369,48
370,8
371,24
372,2
373,10
374,33
375,2
376,11
377,0
378,5
379,23
380,1
381,9
382,34
383,3
384,14
385,1
386,7
387,22
388,3
389,6
390,2
391,4
392,11
393,1
394,3
395,7
396,2
397,4
398,2
399,1
400,8
401,1
402,2
403,0
404,1
405,6
406,1
407,3
408,0
409,1
410,4
411,1
412,1
413,8
414,2
415,3
416,3
417,1
418,5
419,2
420,2
421,1
422,3
423,5
424,1
425,2
426,3
427,1
428,1
429,1
430,0
431,3
432,0
433,1
434,0
435,1
436,4
437,0
438,1
439,0
440,1
441,2
442,1
443,2
444,4
445,0
446,1
447,0
448,1
449,3
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,2
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,2
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
