1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,23
16,28
17,35
18,44
19,57
20,69
21,89
22,113
23,141
24,173
25,221
26,266
27,346
28,439
29,501
30,651
31,838
32,903
33,1204
34,1219
35,1601
36,2150
37,2033
38,2782
39,2400
40,3327
41,4578
42,3744
43,5287
44,5969
45,5775
46,8223
47,5939
48,8709
49,12626
50,8807
51,12940
52,8357
53,12735
54,18977
55,11749
56,18100
57,18129
58,16490
59,25696
60,14397
61,23092
62,36284
63,19766
64,31899
65,16333
66,27112
67,44049
68,22027
69,34260
70,34214
71,29728
72,49980
73,23214
74,39891
75,58359
76,31018
77,53701
78,23312
79,30891
80,71626
81,30726
82,50624
83,30527
84,33383
85,72534
86,29528
87,54029
88,79979
89,39118
90,71312
91,27743
92,51539
93,94621
94,36295
95,49158
96,24953
97,47756
98,89311
99,24484
100,56690
101,73269
102,42872
103,82402
104,29031
105,56714
106,97921
107,38169
108,74566
109,25526
110,50351
111,78069
112,33429
113,66036
114,55431
115,43935
116,86867
117,28954
118,50631
119,104409
120,38510
121,62592
122,16444
123,50571
124,101255
125,33291
126,67108
127,21610
128,43939
129,88412
130,28561
131,52598
132,70416
133,38064
134,74861
135,25020
136,51014
137,81910
138,22755
139,67744
140,22139
141,31120
142,90402
143,24379
144,59707
145,58404
146,39576
147,69095
148,26193
149,52764
150,100860
151,34991
152,57480
153,23462
154,47054
155,83464
156,31352
157,63059
158,20889
159,41915
160,72871
161,27393
162,55812
163,92505
164,37031
165,66281
166,24509
167,49493
168,80805
169,32127
170,65470
171,21170
172,43008
173,86736
174,28170
175,57233
176,68014
177,37317
178,64801
179,24022
180,35392
181,97819
182,32006
183,65560
184,10818
185,41934
186,86133
187,8652
188,47103
189,22556
190,35190
191,73059
192,22162
193,46580
194,93596
195,29422
196,61852
197,18493
198,39309
199,81021
200,24608
201,29744
202,15199
203,32335
204,68329
205,19881
206,42546
207,54708
208,26311
209,56681
210,16173
211,34878
212,73368
213,14585
214,46329
215,12275
216,20316
217,60621
218,16762
219,37054
220,15381
221,22195
222,49015
223,13096
224,29276
225,63626
226,17215
227,38865
228,9988
229,22996
230,51568
231,13140
232,30423
233,7565
234,17609
235,40414
236,10157
237,23618
238,47835
239,13573
240,31329
241,7668
242,18038
243,41228
244,10284
245,24302
246,5866
247,13893
248,32564
249,7878
250,18675
251,10497
252,10594
253,24847
254,5932
255,14214
256,23550
257,8133
258,19344
259,4487
260,10915
261,25888
262,6116
263,14727
264,3462
265,8315
266,19963
267,4711
268,11333
269,25334
270,6450
271,15377
272,3613
273,8607
274,20649
275,4858
276,11713
277,2667
278,6541
279,15931
280,3674
281,8943
282,9261
283,4948
284,12059
285,2794
286,6770
287,16228
288,3724
289,9205
290,2017
291,5076
292,12401
293,2751
294,6848
295,1464
296,3646
297,9212
298,1977
299,5032
300,12251
301,2705
302,6839
303,1525
304,3731
305,9389
306,2040
307,5136
308,1111
309,2822
310,7119
311,1589
312,3961
313,6194
314,2139
315,5348
316,1165
317,2940
318,7211
319,1573
320,3951
321,856
322,2110
323,3920
324,1143
325,2957
326,925
327,1570
328,4073
329,849
330,892
331,5496
332,1158
333,2992
334,643
335,1614
336,4129
337,833
338,2186
339,442
340,1137
341,3051
342,636
343,1587
344,3239
345,849
346,2230
347,460
348,1172
349,3111
350,629
351,1611
352,327
353,829
354,2204
355,446
356,1158
357,414
358,616
359,1639
360,315
361,851
362,2285
363,469
364,1190
365,244
366,643
367,1684
368,323
369,855
370,165
371,417
372,1132
373,236
374,583
375,1462
376,304
377,819
378,168
379,422
380,1126
381,226
382,619
383,140
384,326
385,872
386,183
387,472
388,337
389,245
390,662
391,140
392,341
393,865
394,168
395,451
396,80
397,234
398,631
399,128
400,314
401,67
402,169
403,447
404,76
405,206
406,586
407,113
408,298
409,67
410,148
411,421
412,82
413,203
414,42
415,100
416,282
417,51
418,145
419,203
420,88
421,221
422,67
423,119
424,314
425,80
426,165
427,57
428,77
429,233
430,48
431,97
432,43
433,61
434,147
435,39
436,63
437,206
438,42
439,100
440,29
441,42
442,146
443,35
444,85
445,26
446,48
447,115
448,27
449,60
450,117
451,30
452,74
453,27
454,44
455,126
456,26
457,69
458,19
459,35
460,91
461,18
462,48
463,16
464,18
465,60
466,12
467,26
468,74
469,14
470,37
471,11
472,14
473,57
474,15
475,32
476,11
477,20
478,43
479,7
480,17
481,47
482,7
483,18
484,3
485,4
486,21
487,3
488,8
489,1
490,5
491,20
492,3
493,9
494,3
495,6
496,11
497,1
498,4
499,22
500,2
501,9
502,0
503,3
504,12
505,1
506,4
507,1
508,2
509,7
510,4
511,3
512,12
513,4
514,5
515,3
516,3
517,11
518,4
519,9
520,2
521,3
522,8
523,3
524,4
